Protein ID,Log2 fold change
H26_vs_DksgA,0.211593001
H26_vs_DksgA,0.130088286
H26_vs_DksgA,1.553208725
H26_vs_DksgA,-0.367844587
H26_vs_DksgA,0.187559662
H26_vs_DksgA,0.346468018
H26_vs_DksgA,0.240140335
H26_vs_DksgA,0.371470148
H26_vs_DksgA,-0.373566578
H26_vs_DksgA,0.104372669
H26_vs_DksgA,0.22822112
H26_vs_DksgA,-0.390572619
H26_vs_DksgA,-0.17250268
H26_vs_DksgA,-0.379726262
H26_vs_DksgA,-0.036451776
H26_vs_DksgA,0.197416532
H26_vs_DksgA,0.105563198
H26_vs_DksgA,0.192345193
H26_vs_DksgA,0.891251997
H26_vs_DksgA,-0.03999665
H26_vs_DksgA,-0.014251398
H26_vs_DksgA,0.472128649
H26_vs_DksgA,-0.161896944
H26_vs_DksgA,-0.135005242
H26_vs_DksgA,-0.176173897
H26_vs_DksgA,0.525972521
H26_vs_DksgA,1.073533039
H26_vs_DksgA,0.64291672
H26_vs_DksgA,1.363292346
H26_vs_DksgA,-0.442650895
H26_vs_DksgA,-0.190331873
H26_vs_DksgA,0.233149862
H26_vs_DksgA,-0.276526892
H26_vs_DksgA,-0.441219679
H26_vs_DksgA,-0.25372425
H26_vs_DksgA,-0.457429571
H26_vs_DksgA,0.591933601
H26_vs_DksgA,0.171037389
H26_vs_DksgA,-0.138581972
H26_vs_DksgA,0
H26_vs_DksgA,-0.019708797
H26_vs_DksgA,0.798085457
H26_vs_DksgA,-0.21585278
H26_vs_DksgA,-0.11786336
H26_vs_DksgA,0.059354806
H26_vs_DksgA,-0.288735291
H26_vs_DksgA,0.739959502
H26_vs_DksgA,0.46282734
H26_vs_DksgA,-0.145744016
H26_vs_DksgA,0.131586871
H26_vs_DksgA,0.564166427
H26_vs_DksgA,-0.197909727
H26_vs_DksgA,-0.121694336
H26_vs_DksgA,0.085040756
H26_vs_DksgA,-0.318997588
H26_vs_DksgA,0.049839589
H26_vs_DksgA,0.27598176
H26_vs_DksgA,0.584577567
H26_vs_DksgA,-0.039681438
H26_vs_DksgA,0.225424258
H26_vs_DksgA,0.267440661
H26_vs_DksgA,-0.5480394
H26_vs_DksgA,0.175309054
H26_vs_DksgA,0.016999342
H26_vs_DksgA,0.158206096
H26_vs_DksgA,-0.145614488
H26_vs_DksgA,0.21562575
H26_vs_DksgA,0.266984999
H26_vs_DksgA,0.129543744
H26_vs_DksgA,-0.171965407
H26_vs_DksgA,1.050188021
H26_vs_DksgA,0.860386079
H26_vs_DksgA,-0.755954021
H26_vs_DksgA,-0.129064428
H26_vs_DksgA,0.98438401
H26_vs_DksgA,-0.256729585
H26_vs_DksgA,-0.262587249
H26_vs_DksgA,0.608923722
H26_vs_DksgA,0.131489244
H26_vs_DksgA,0.768271366
H26_vs_DksgA,0.180078436
H26_vs_DksgA,0.870680319
H26_vs_DksgA,0.494782211
H26_vs_DksgA,0.625747596
H26_vs_DksgA,0.247936583
H26_vs_DksgA,0.377195694
H26_vs_DksgA,-0.086057168
H26_vs_DksgA,0.113195154
H26_vs_DksgA,0.576582266
H26_vs_DksgA,0.500150652
H26_vs_DksgA,0.469618967
H26_vs_DksgA,0
H26_vs_DksgA,-0.220687015
H26_vs_DksgA,-0.356999549
H26_vs_DksgA,-0.195826617
H26_vs_DksgA,-0.018824426
H26_vs_DksgA,-0.242082134
H26_vs_DksgA,0.183373033
H26_vs_DksgA,-0.157880184
H26_vs_DksgA,0.566137589
H26_vs_DksgA,0.527900474
H26_vs_DksgA,-0.414817604
H26_vs_DksgA,-0.10848163
H26_vs_DksgA,-0.331855198
H26_vs_DksgA,0.23051882
H26_vs_DksgA,0.101658694
H26_vs_DksgA,0.177660927
